,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,basement_exist,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15
19526,7436300180,2014-05-19,530000.0,3,3.5,2320,3174,2.0,3,9,2060,1.0,1997,98033,47.6897,-122.175,2320,3187
19528,2558670110,2014-08-29,419000.0,3,2.25,1700,7650,1.0,4,7,1340,1.0,1975,98034,47.7214,-122.166,1980,7200
19529,402000110,2014-10-17,175000.0,2,1.0,960,5508,1.0,3,6,770,1.0,1951,98118,47.5307,-122.277,1280,5304
19531,8825900410,2015-02-18,945000.0,4,2.5,2910,4680,1.5,5,9,1850,1.0,1937,98115,47.6745,-122.31,1960,4120
19532,984210120,2014-06-20,359900.0,5,2.25,2290,7420,1.0,3,7,1290,1.0,1973,98058,47.4375,-122.166,1660,7526
19533,8044050040,2014-08-07,419950.0,4,2.5,2260,5164,2.0,3,8,2260,0.0,1996,98056,47.50899999999999,-122.166,2260,5866
19534,2771604370,2014-09-26,460000.0,3,1.75,1300,4000,1.0,3,7,900,1.0,1953,98199,47.6368,-122.38799999999999,1750,4000
19535,5028602020,2015-03-05,255000.0,3,2.25,1850,7151,2.0,3,7,1850,0.0,1989,98023,47.2843,-122.352,1710,6827
19537,643300040,2015-03-13,719521.0,4,1.75,1920,9500,1.0,4,7,1470,1.0,1966,98006,47.5683,-122.177,1820,10091
19540,6338000493,2014-09-12,675000.0,4,2.75,2280,3200,1.5,5,8,1520,1.0,1931,98105,47.6709,-122.28200000000001,1970,4687
19551,621069154,2014-07-21,226000.0,4,1.5,1200,10890,1.0,5,7,1200,0.0,1972,98042,47.3423,-122.088,1250,10139
19553,9808610410,2014-08-22,640000.0,4,2.5,2320,11259,2.0,3,9,2320,0.0,1982,98004,47.6443,-122.194,2820,11770
19554,1370803640,2014-08-20,619790.0,3,1.75,1040,5097,1.0,4,7,800,1.0,1944,98199,47.6385,-122.40100000000001,1630,5097
19555,3779300210,2014-06-30,383962.0,4,2.5,2700,6998,2.0,3,8,2700,0.0,2001,98188,47.4694,-122.26299999999999,2350,10550
19556,424049059,2014-08-15,373000.0,3,2.0,1400,2445,1.0,3,7,840,1.0,2002,98144,47.5926,-122.29899999999999,1400,3200
19557,5422560850,2014-12-10,541338.0,3,2.5,2060,8123,2.0,3,8,1010,1.0,1977,98052,47.6642,-122.13,1760,6170
19558,558100065,2014-10-03,254922.0,2,1.0,780,8160,1.0,4,6,780,0.0,1953,98133,47.7356,-122.34,1310,8160
19559,4442800040,2014-06-24,575000.0,3,2.25,2400,5000,1.5,4,7,1440,1.0,1926,98117,47.6897,-122.39299999999999,1630,5000
19561,5070000120,2014-08-13,269950.0,3,1.5,1740,9547,1.0,4,7,1740,0.0,1962,98055,47.4475,-122.213,1780,9936
19563,3579000180,2014-12-29,495000.0,3,2.75,2430,14861,1.0,3,9,1530,1.0,1988,98028,47.7461,-122.24700000000001,2230,10300
19568,1025049266,2014-09-30,555000.0,2,2.25,1160,954,2.0,3,8,960,1.0,2014,98105,47.6647,-122.28399999999999,1160,1327
19573,4338800600,2014-06-09,235000.0,3,1.0,1590,13000,1.5,3,6,1590,0.0,1944,98166,47.4789,-122.346,1460,8400
19574,7211400535,2015-03-23,275500.0,4,1.0,1290,5000,1.5,3,7,1290,0.0,1957,98146,47.5128,-122.35799999999999,1440,2500
19575,8682261140,2014-06-18,564000.0,2,2.0,1690,4500,1.0,3,8,1690,0.0,2004,98053,47.7133,-122.031,1640,4500
19576,4435000145,2015-05-01,263000.0,4,1.75,1340,8700,1.5,3,6,1340,0.0,1958,98188,47.4514,-122.287,1240,8700
19579,2143700406,2014-12-11,300000.0,3,2.25,2000,7560,1.0,3,7,1400,1.0,1979,98055,47.4798,-122.228,2040,6949
19581,1788800770,2014-07-28,187500.0,3,1.0,840,8400,1.0,3,6,840,0.0,1959,98023,47.3281,-122.344,1030,8640
19583,2490200220,2015-03-02,515000.0,3,1.5,1660,5100,1.0,4,7,1210,1.0,1954,98136,47.5345,-122.383,1440,5100
19586,7203150330,2014-07-17,669000.0,4,2.5,2470,4945,2.0,3,8,2470,0.0,2012,98053,47.6898,-122.015,2510,4988
19589,7893802670,2015-04-24,279900.0,3,3.25,2240,5000,2.0,3,9,1540,1.0,1989,98198,47.4114,-122.334,1800,7500
19590,2548100180,2014-05-07,335000.0,3,2.0,1570,7200,1.0,4,7,1570,0.0,1952,98155,47.7501,-122.314,1410,7434
19600,1446400564,2014-05-07,185000.0,4,1.0,1490,6600,1.0,3,7,1490,0.0,1969,98168,47.4835,-122.33200000000001,1280,6600
19607,291310260,2014-05-16,377500.0,3,2.25,1410,1377,2.0,3,7,1290,1.0,2005,98027,47.5342,-122.06700000000001,1445,1370
19608,3026059204,2014-05-30,825500.0,3,2.5,2780,11964,2.0,3,9,2780,0.0,2009,98034,47.7127,-122.21600000000001,1760,9640
19609,2856102105,2014-06-10,1060000.0,5,3.25,3230,3825,2.0,3,9,2480,1.0,2014,98117,47.6785,-122.39200000000001,1480,5100
19611,8682302030,2014-05-21,413800.0,3,2.0,1440,4421,1.0,3,8,1440,0.0,2007,98053,47.7188,-122.024,1440,4157
19612,1048000160,2014-06-27,504200.0,2,1.5,1200,1687,3.0,3,8,1200,0.0,2008,98103,47.6491,-122.334,1240,1296
19614,1152200030,2015-03-05,855169.0,4,2.5,2970,5050,2.0,3,8,2970,0.0,2014,98052,47.7043,-122.12200000000001,2810,4998
19615,3157600075,2015-02-07,380000.0,3,2.0,1440,3218,1.0,3,7,850,1.0,2008,98106,47.5655,-122.36,1170,5000
19616,1972200554,2014-08-04,580000.0,3,2.25,1480,1026,3.0,3,8,1480,0.0,2014,98103,47.6536,-122.354,1570,1283
19618,301401610,2014-09-30,329900.0,4,2.75,2475,4000,2.0,3,7,2475,0.0,2014,98002,47.3452,-122.209,2475,4000
19620,9385200041,2015-03-04,529500.0,3,2.25,1410,905,3.0,3,9,1410,0.0,2014,98116,47.5818,-122.402,1510,1352
19621,7237450550,2014-06-03,363990.0,4,2.5,2240,3712,2.0,3,8,2240,0.0,2014,98038,47.3551,-122.061,2530,4315
19624,2161400060,2014-11-14,338900.0,3,2.25,1936,9495,1.0,3,8,1936,0.0,2013,98030,47.3714,-122.197,1410,12770
19629,9268851860,2014-09-18,425000.0,3,2.25,1620,997,2.5,3,8,1540,1.0,2010,98027,47.54,-122.02600000000001,1620,1068
19630,832700320,2015-02-09,348000.0,3,2.5,1490,2478,3.0,3,8,1490,0.0,2009,98133,47.7236,-122.353,1270,1156
19632,2114700368,2014-11-18,299000.0,2,2.5,1400,1262,2.0,3,8,1160,1.0,2008,98106,47.5342,-122.34899999999999,1060,1524
19635,7338220160,2015-02-25,319500.0,4,2.5,2730,4962,2.0,3,8,2730,0.0,2006,98002,47.3363,-122.21600000000001,2150,3802
19636,2781280310,2014-12-22,274000.0,3,2.5,1830,2517,2.0,3,8,1830,0.0,2005,98055,47.4496,-122.189,1610,2762
19637,3448740070,2014-06-16,429000.0,5,2.5,2340,4500,2.0,3,7,2340,0.0,2009,98059,47.4911,-122.154,2190,4500
19638,2895800710,2014-12-02,267800.0,3,1.75,1410,1899,2.0,3,8,1410,0.0,2014,98106,47.5171,-122.34700000000001,1410,1811
19639,723049434,2015-04-08,369950.0,3,2.5,1930,8254,2.0,3,7,1930,0.0,2014,98146,47.4973,-122.346,1540,8849
19641,1441000350,2014-09-15,440000.0,4,3.5,3180,4869,2.0,3,8,2390,1.0,2007,98055,47.4482,-122.206,2850,4500
19643,2767604425,2015-01-29,535000.0,3,3.25,1430,1276,3.0,3,8,1430,0.0,2007,98107,47.6712,-122.38,1430,1243
19644,306000565,2014-08-25,290000.0,2,1.5,1020,1275,3.0,3,8,1020,0.0,2008,98103,47.7003,-122.346,980,1415
19645,6130500060,2014-07-21,370000.0,3,2.5,1650,1793,3.0,3,8,1650,0.0,2007,98133,47.7107,-122.33200000000001,1650,1863
19649,1865400075,2014-05-22,320000.0,3,2.25,998,844,2.0,3,7,798,1.0,2007,98117,47.6983,-122.367,998,1110
19658,1934800162,2015-05-11,386180.0,2,1.5,960,1829,2.0,3,7,960,0.0,2005,98122,47.6032,-122.30799999999999,1470,1829
19662,9834201375,2015-02-06,425000.0,3,2.25,1420,1230,2.0,3,8,940,1.0,2009,98144,47.5703,-122.288,1400,1230
19663,5214510060,2015-05-04,575000.0,5,2.5,3070,7200,2.0,3,8,3070,0.0,2005,98059,47.4939,-122.137,2590,7200
19671,1972200326,2015-04-22,562000.0,2,2.25,1300,1314,3.0,3,8,1300,0.0,2008,98103,47.6536,-122.35600000000001,1300,1312
19672,3796000400,2014-11-20,349000.0,2,1.75,1250,1208,2.0,3,7,1040,1.0,2007,98144,47.6004,-122.29899999999999,1250,1656
19673,321030070,2014-08-14,375000.0,4,2.5,2310,7800,2.0,3,8,2310,0.0,2011,98042,47.3737,-122.164,2310,7140
19674,476000118,2014-12-12,479950.0,2,2.25,1360,1336,3.0,3,8,1360,0.0,2008,98107,47.6714,-122.39200000000001,1280,1295
19675,2909310060,2015-01-09,319000.0,4,2.5,2020,5100,2.0,3,7,2020,0.0,2010,98023,47.2822,-122.35700000000001,2300,5685
19678,9542840060,2015-03-05,340000.0,4,2.5,2320,4142,2.0,3,7,2320,0.0,2010,98038,47.3662,-122.01899999999999,2150,4140
19679,629650370,2015-01-23,250000.0,3,2.5,1750,6351,2.0,3,7,1750,0.0,2012,98001,47.2589,-122.256,1398,6092
19681,3904100041,2015-04-24,290750.0,3,2.5,1270,865,2.0,3,7,1080,1.0,2008,98118,47.5351,-122.279,1630,7752
19683,1454100127,2014-08-11,689950.0,4,2.75,2520,8433,2.0,3,8,2520,0.0,2014,98125,47.7214,-122.289,1890,7772
19684,2856101290,2014-09-24,425000.0,2,2.5,1340,1263,3.0,3,8,1340,0.0,2008,98117,47.6788,-122.38799999999999,1510,1260
19686,255370570,2014-11-20,359950.0,4,3.5,2690,5564,2.0,3,7,2690,0.0,2007,98038,47.3537,-122.01799999999999,2210,4046
19687,301401370,2014-07-31,319900.0,4,2.75,2475,4276,2.0,3,7,2475,0.0,2014,98002,47.345,-122.21,2475,4000
19689,6749700004,2015-03-30,291000.0,2,1.0,840,863,3.0,3,8,840,0.0,2008,98103,47.6974,-122.34899999999999,1110,1190
19691,7625703435,2015-01-21,885000.0,3,2.25,2940,6500,3.0,3,9,2940,0.0,2014,98136,47.5482,-122.38799999999999,1680,6500
19695,9268851670,2015-04-24,645000.0,3,2.5,2170,1984,2.5,3,8,2170,0.0,2008,98027,47.5401,-122.027,2150,1984
19697,4310702918,2014-10-30,345000.0,2,2.25,1110,1290,3.0,3,8,1110,0.0,2006,98103,47.6968,-122.34,1360,1251
19698,4305600240,2014-11-25,505000.0,4,2.5,2420,5006,2.0,3,8,2420,0.0,2013,98059,47.4795,-122.126,2750,5471
19700,3943600070,2014-08-11,400000.0,3,2.5,2393,4788,2.0,3,8,2393,0.0,2012,98055,47.4517,-122.204,2439,5477
19702,3449500045,2014-10-13,495000.0,4,2.5,2980,12075,1.0,3,8,1910,1.0,2007,98056,47.5074,-122.17200000000001,2240,12075
19703,1438000200,2014-09-11,549995.0,4,3.5,2970,6587,2.0,3,8,2260,1.0,2014,98059,47.4776,-122.12200000000001,2970,5690
19704,5424100030,2015-02-11,327555.0,3,2.5,2329,5720,2.0,3,8,2329,0.0,2010,98030,47.361999999999995,-122.2,2197,5720
19706,9161100075,2015-03-18,673000.0,4,2.25,2580,2875,2.0,3,9,2580,0.0,2015,98116,47.5674,-122.39200000000001,1290,5750
19707,1085622860,2014-07-21,384435.0,3,2.5,2029,3906,2.0,3,9,2029,0.0,2014,98003,47.341,-122.18,2029,3920
19711,8562780160,2015-03-29,334950.0,2,2.25,1240,750,2.0,3,7,1150,1.0,2008,98027,47.5322,-122.073,1240,750
19712,2767704603,2014-06-09,489000.0,3,3.5,1500,1249,2.0,3,8,1240,1.0,2004,98107,47.6727,-122.37299999999999,1440,1850
19714,2424039036,2014-08-22,282000.0,3,2.25,1260,915,2.0,3,8,1020,1.0,2007,98106,47.555,-122.363,1260,1056
19718,4051150070,2014-12-23,250000.0,3,1.5,1072,4339,2.0,3,7,1072,0.0,2009,98042,47.386,-122.162,1443,4341
19722,9828201361,2014-11-14,299000.0,2,1.5,830,1276,2.0,3,7,830,0.0,2005,98122,47.6175,-122.29700000000001,1540,1484
19723,4019500030,2014-10-29,450000.0,3,2.5,2280,4557,2.0,3,8,2280,0.0,2010,98028,47.7733,-122.266,2070,4610
19724,3630240140,2015-01-23,585000.0,4,3.0,2110,1286,2.0,3,9,1710,1.0,2007,98029,47.5444,-122.014,2000,1286
19726,2349300069,2014-05-12,301500.0,2,1.5,830,1333,2.0,3,7,830,0.0,2005,98136,47.5506,-122.381,1120,4822
19728,3630200640,2014-10-30,759990.0,4,2.5,2540,5760,2.0,3,9,2540,0.0,2009,98029,47.5405,-121.993,2580,3600
19729,7967000160,2015-03-16,355000.0,4,2.75,2050,4000,2.0,3,8,2050,0.0,2014,98001,47.3522,-122.275,2050,4000
19730,9492500160,2014-07-23,889950.0,4,2.75,3080,7242,2.0,3,9,3080,0.0,2014,98033,47.6948,-122.178,3010,7205
19731,9268851740,2014-07-01,629800.0,3,2.5,2390,1984,2.0,3,8,2220,1.0,2008,98027,47.5405,-122.027,2150,1984
19734,9358001422,2014-11-14,335000.0,3,2.5,1090,1139,2.0,3,8,960,1.0,2009,98126,47.5664,-122.369,1400,1348
19738,731500320,2014-11-10,282000.0,4,2.5,1785,2552,2.0,3,8,1785,0.0,2009,98030,47.3582,-122.2,1691,2700
19739,6056100102,2014-10-30,569900.0,5,3.25,2360,3873,2.0,3,8,1990,1.0,2006,98108,47.5635,-122.29899999999999,1720,3071
19740,1823049179,2015-01-21,385000.0,4,2.0,2340,9716,1.0,3,7,2340,0.0,2009,98146,47.4842,-122.34700000000001,1180,13500
19744,8669150700,2014-12-08,292000.0,4,3.0,1984,4460,2.0,3,7,1984,0.0,2012,98002,47.3532,-122.211,2095,3402
19745,889000024,2015-03-16,645000.0,3,2.25,1640,1023,3.0,3,8,1640,0.0,2014,98105,47.6636,-122.319,1720,1960
19746,9268850350,2015-03-19,304500.0,4,2.0,1350,942,3.0,3,7,1350,0.0,2008,98027,47.5394,-122.02600000000001,1390,942
19747,2619950310,2015-05-07,489500.0,4,3.5,2730,5707,2.0,3,8,2000,1.0,2011,98019,47.7327,-121.965,2430,5899
19749,5100400251,2015-01-06,390000.0,2,1.0,962,1992,2.0,3,7,962,0.0,2012,98115,47.6911,-122.31299999999999,1130,1992
19750,2597490030,2014-10-02,815000.0,4,3.5,3040,4006,2.0,3,8,2350,1.0,2013,98029,47.5439,-122.01100000000001,2050,4000
19753,6781200013,2014-05-07,245000.0,3,1.5,1260,1270,2.0,3,7,1040,1.0,2005,98133,47.7111,-122.331,1260,1472
19757,5676000004,2014-11-18,399000.0,3,2.5,1430,1250,3.0,3,7,1430,0.0,2007,98103,47.6904,-122.34200000000001,1360,1269
19758,8091670070,2014-08-04,328000.0,4,2.5,1850,5388,2.0,3,8,1850,0.0,2009,98038,47.3494,-122.041,2140,5086
19762,1498300875,2014-08-14,445000.0,3,2.5,1550,930,2.0,3,8,1060,1.0,2006,98144,47.5857,-122.314,1550,1301
19766,3278605570,2014-06-19,362500.0,3,2.5,1800,2700,2.0,3,8,1800,0.0,2011,98126,47.5458,-122.369,1380,1200
19767,4310702858,2014-10-15,414950.0,3,2.5,1570,1551,3.0,3,8,1570,0.0,2008,98103,47.6961,-122.34100000000001,1570,1705
19768,2838000030,2015-01-27,679950.0,3,2.5,2230,3939,2.0,3,8,2230,0.0,2014,98133,47.73,-122.335,2230,4200
19770,7899800791,2014-10-23,230000.0,3,2.0,1160,1174,2.0,3,7,790,1.0,2007,98106,47.5225,-122.35700000000001,1160,994
19771,8682320160,2015-02-20,439950.0,2,2.0,1440,4666,1.0,3,8,1440,0.0,2010,98053,47.708999999999996,-122.01899999999999,1510,4595
19773,2858600083,2014-12-22,550000.0,5,2.5,2780,9272,2.0,3,8,2780,0.0,2014,98126,47.5168,-122.37799999999999,1150,8460
19778,1972201963,2014-06-16,523950.0,3,2.25,1420,1282,3.0,3,8,1420,0.0,2006,98103,47.6533,-122.346,1530,1280
19779,9272201704,2014-05-12,369000.0,2,2.5,980,895,2.0,3,8,670,1.0,2009,98116,47.5874,-122.38600000000001,980,899
19781,3832050890,2014-07-15,282000.0,3,2.5,2010,5399,2.0,3,7,2010,0.0,2006,98042,47.3338,-122.052,2280,5141
19782,255450340,2014-08-27,387865.0,3,2.5,2370,4200,2.0,3,8,2370,0.0,2014,98038,47.3696,-122.01799999999999,2370,4200
19783,2172000890,2014-11-20,385000.0,4,2.5,2560,6238,2.0,3,8,2560,0.0,2007,98178,47.4899,-122.255,2560,6240
19784,6127010320,2014-06-09,536000.0,3,2.5,1900,6224,2.0,3,7,1900,0.0,2005,98075,47.5941,-122.00399999999999,2260,5450
19788,3630080070,2014-07-10,348000.0,3,2.5,1500,2255,2.0,3,7,1500,0.0,2005,98029,47.5538,-121.99700000000001,1440,2040
19789,9126100765,2014-08-01,455000.0,3,1.75,1320,1014,3.0,3,9,1320,0.0,2015,98122,47.6047,-122.305,1380,1495
19791,993000136,2014-10-07,449950.0,3,2.25,1540,1270,3.0,3,7,1540,0.0,2014,98103,47.6935,-122.34100000000001,1230,1454
19792,3278604510,2014-06-25,364000.0,3,2.5,1800,2790,2.0,3,8,1800,0.0,2011,98126,47.5455,-122.37100000000001,1580,2036
19796,255450400,2014-07-31,326989.0,3,2.5,2060,4200,2.0,3,8,2060,0.0,2014,98038,47.3706,-122.01700000000001,2370,4200
19797,3845100140,2014-07-08,335606.0,3,2.5,2538,4600,2.0,3,8,2538,0.0,2013,98092,47.2584,-122.196,2570,4800
19799,3395071610,2014-11-26,299950.0,3,2.5,1320,3150,2.0,3,7,1320,0.0,2005,98118,47.5328,-122.28200000000001,1390,1725
19801,8138870060,2014-08-13,395825.0,2,2.5,1590,1679,2.0,3,8,1590,0.0,2012,98029,47.5449,-122.01100000000001,1590,1680
19802,7237450030,2014-10-14,419354.0,5,2.75,2710,4500,2.0,3,8,2710,0.0,2014,98038,47.3547,-122.06200000000001,2710,4626
19804,291310370,2014-08-29,366000.0,3,2.25,1445,1028,2.0,3,7,1300,1.0,2005,98027,47.5339,-122.06700000000001,1445,1377
19806,7904700126,2014-11-20,388000.0,3,3.25,1370,915,2.0,3,8,1100,1.0,2006,98116,47.5639,-122.38799999999999,1370,1146
19808,9828702851,2015-01-21,730000.0,3,2.5,1860,1290,2.0,3,9,1240,1.0,2010,98122,47.6179,-122.301,1710,1525
19810,3278613210,2014-07-28,358990.0,3,3.25,1710,2171,2.0,3,7,1400,1.0,2014,98106,47.5434,-122.368,1380,1300
19811,7694200340,2014-10-16,398651.0,4,2.5,2650,4120,2.0,3,8,2650,0.0,2014,98146,47.5019,-122.34,2030,3768
19812,1839500055,2014-11-14,530000.0,4,2.5,2590,7891,2.0,3,9,2590,0.0,2006,98056,47.5055,-122.194,1400,7891
19813,3448900320,2014-07-23,610360.0,4,2.5,2610,5562,2.0,3,9,2610,0.0,2013,98056,47.5137,-122.169,2720,7400
19816,2970800105,2015-03-13,449950.0,4,2.5,2420,5244,2.0,3,9,2420,0.0,2007,98166,47.4729,-122.35,1400,5250
19818,6817750140,2014-07-08,293000.0,3,2.25,1910,3481,2.0,3,8,1910,0.0,2009,98055,47.4293,-122.18799999999999,1714,3177
19820,8669180390,2014-06-04,285000.0,3,2.5,2437,5136,2.0,3,7,2437,0.0,2011,98002,47.3517,-122.21,2437,4614
19822,3278611600,2014-07-14,379900.0,3,2.5,1800,2791,2.0,3,8,1800,0.0,2011,98126,47.5442,-122.37100000000001,1580,2617
19823,7787920160,2015-04-27,472000.0,5,2.5,2570,7412,2.0,3,8,2570,0.0,2006,98019,47.7265,-121.95700000000001,2890,8056
19824,2517101200,2014-07-07,300000.0,4,2.5,2090,5195,2.0,3,7,2090,0.0,2007,98031,47.3986,-122.166,2090,5236
19826,3845100550,2014-11-20,418395.0,4,2.5,2906,5893,2.0,3,9,2906,0.0,2014,98092,47.2599,-122.19200000000001,2680,4950
19829,3869900139,2015-01-07,484950.0,3,2.25,1590,926,3.0,3,8,1590,0.0,2014,98136,47.5402,-122.387,1640,1321
19830,1332700200,2015-04-26,359000.0,3,2.25,1950,1968,2.0,4,7,1160,1.0,1979,98056,47.5179,-122.195,1950,1968
19835,5126300060,2014-08-11,515000.0,3,2.5,2610,5845,2.0,3,8,2610,0.0,2005,98059,47.4821,-122.14200000000001,2810,5000
19837,832700270,2015-02-13,318000.0,3,1.5,1240,983,3.0,3,8,1240,0.0,2009,98133,47.7235,-122.353,1240,1026
19838,3022800260,2014-10-07,439000.0,3,2.5,1680,2801,2.0,3,7,1680,0.0,2011,98011,47.745,-122.181,1920,2723
19839,254000241,2015-03-24,540000.0,3,2.5,2220,5279,2.0,3,8,2220,0.0,2006,98146,47.5132,-122.387,1610,5297
19841,662440030,2015-03-26,435000.0,4,2.5,3100,4699,2.0,3,9,3100,0.0,2010,98038,47.3785,-122.023,2450,5130
19844,9268850160,2015-02-06,293467.0,4,2.0,1590,942,3.0,3,7,1590,0.0,2008,98027,47.54,-122.02600000000001,1390,942
19846,291310340,2014-07-08,550000.0,3,3.5,2490,3582,2.0,3,8,1720,1.0,2005,98027,47.5338,-122.06700000000001,1445,1590
19847,2768100510,2015-04-02,649000.0,3,2.0,1530,1442,3.0,3,9,1530,0.0,2015,98107,47.6692,-122.37200000000001,1620,1456
19848,1776230060,2014-07-08,435000.0,4,2.5,2150,3143,2.0,3,7,2150,0.0,2010,98059,47.5048,-122.154,2640,3200
19853,7202280390,2015-02-20,625250.0,4,2.5,2755,4831,2.0,3,7,2755,0.0,2003,98053,47.685,-122.039,2510,4831
19854,710600160,2014-09-09,665000.0,4,3.5,2650,3474,2.0,3,8,2230,1.0,2011,98027,47.5377,-122.046,2330,3474
19855,952005525,2014-06-27,589500.0,3,3.25,2310,3075,2.0,3,8,1730,1.0,2005,98116,47.5644,-122.383,2310,3075
19856,2487700274,2015-03-09,437000.0,2,3.0,1460,1452,2.0,3,8,1140,1.0,2007,98136,47.5224,-122.39,1460,1452
19857,3449000060,2014-10-01,320000.0,3,1.0,1400,9000,1.0,5,7,1400,0.0,1959,98059,47.5022,-122.145,1440,8400
19858,7830800473,2015-01-14,333500.0,3,2.5,2196,7475,2.0,3,8,2196,0.0,2006,98030,47.3803,-122.204,1860,6755
19864,3832050860,2015-03-19,210000.0,3,2.0,1580,4961,2.0,3,7,1580,0.0,2006,98042,47.3338,-122.053,2280,5000
19866,1972200139,2015-02-18,622500.0,2,1.75,1510,851,3.0,3,8,1420,1.0,2013,98107,47.6536,-122.35799999999999,1300,1338
19867,2768100186,2014-06-18,515000.0,3,3.5,1360,1419,2.0,3,8,1040,1.0,2007,98107,47.6697,-122.37100000000001,1560,1977
19868,6791400070,2015-01-26,350000.0,3,2.5,2040,13590,2.0,3,8,2040,0.0,2009,98042,47.3122,-122.04,1850,12485
19872,8682320350,2014-07-09,741500.0,2,2.5,2150,5760,1.0,3,8,2150,0.0,2010,98053,47.7094,-122.01799999999999,1640,4680
19873,1776460140,2014-07-24,395000.0,3,2.5,2130,5088,2.0,3,8,1840,1.0,2011,98019,47.7329,-121.976,2130,5762
19874,5045700400,2015-02-23,559950.0,5,2.75,2990,6370,2.0,3,8,2990,0.0,2014,98059,47.4853,-122.154,2730,5740
19875,3356402702,2014-07-25,215000.0,4,2.5,1847,8000,2.0,3,7,1847,0.0,2008,98001,47.2872,-122.257,1847,8000
19881,9274200324,2015-01-20,545000.0,3,2.5,1740,1279,3.0,3,8,1740,0.0,2008,98116,47.589,-122.387,1740,1280
19882,422000075,2014-07-11,389950.0,4,2.5,2240,5500,2.0,3,8,2240,0.0,2013,98056,47.496,-122.169,700,5500
19883,263000253,2015-03-30,380000.0,3,2.25,1550,1485,3.0,3,8,1550,0.0,2011,98103,47.6989,-122.346,1550,1480
19884,9268850140,2014-11-17,288790.0,4,2.0,1390,745,3.0,3,7,1390,0.0,2008,98027,47.5401,-122.02600000000001,1390,942
19887,2026049326,2014-07-07,500000.0,3,2.5,1720,3012,2.0,3,9,1720,0.0,2011,98133,47.7312,-122.334,1720,7658
19888,9126101090,2014-05-31,615000.0,3,2.25,1760,1146,3.0,3,9,1760,0.0,2014,98122,47.6073,-122.304,1346,3472
19889,2888000030,2014-09-26,500000.0,4,2.25,2270,8196,1.0,5,7,1150,1.0,1963,98034,47.7214,-122.227,1920,10122
19890,8032700075,2014-10-15,622000.0,3,3.5,1690,1765,2.0,3,8,1370,1.0,2006,98103,47.6536,-122.34,1690,1694
19893,1176001124,2015-02-24,598950.0,3,2.5,1480,1531,3.0,3,8,1480,0.0,2014,98107,47.669,-122.402,1530,1321
19897,7207900030,2014-06-09,400000.0,4,3.5,2370,3692,2.5,3,8,2370,0.0,2013,98056,47.5044,-122.17,2520,5425
19898,952006827,2015-04-22,390000.0,3,2.5,1310,1254,2.0,3,7,850,1.0,2007,98116,47.5622,-122.384,1310,1372
19901,2597490140,2015-03-26,825000.0,4,3.25,3040,4155,2.0,3,8,2350,1.0,2013,98029,47.5429,-122.012,2680,4000
19904,3845100640,2014-06-05,411605.0,4,2.5,2658,3960,2.0,3,9,2658,0.0,2014,98092,47.2603,-122.194,2578,4200
19905,1773100922,2014-12-08,315000.0,3,3.25,1480,983,2.0,3,8,1180,1.0,2013,98106,47.5555,-122.363,1330,1062
19906,2770602493,2014-11-20,455000.0,2,2.0,1350,1209,3.0,3,8,1350,0.0,2013,98199,47.648999999999994,-122.383,1310,982
19907,475000187,2015-05-01,452950.0,3,2.5,1150,1194,2.0,3,8,1020,1.0,2006,98107,47.6684,-122.365,1450,1714
19908,6056100383,2014-05-20,380000.0,3,1.75,1690,1468,2.0,3,8,1380,1.0,2008,98108,47.563,-122.29700000000001,1690,1936
19909,6056111370,2014-11-24,340000.0,2,1.75,1270,1916,2.0,3,8,1270,0.0,2012,98108,47.5648,-122.294,1140,1916
19910,9578500510,2014-11-03,409950.0,3,2.5,2655,5080,2.0,3,8,2655,0.0,2013,98023,47.2972,-122.348,2879,5232
19913,8024200685,2014-05-20,440000.0,3,1.5,1270,1443,3.0,3,8,1270,0.0,2007,98115,47.699,-122.31700000000001,1270,1413
19915,8073900070,2014-05-22,408000.0,3,2.25,1950,7221,1.0,4,8,1950,0.0,2006,98188,47.431000000000004,-122.285,2310,8125
19919,9126100814,2014-10-08,515000.0,3,2.0,1560,1020,3.0,3,8,1560,0.0,2014,98122,47.605,-122.304,1560,1728
19920,1982201595,2015-01-21,541000.0,3,1.75,1630,1166,2.0,3,8,1020,1.0,2013,98107,47.6646,-122.367,1420,1670
19921,8151600973,2015-04-06,375000.0,4,2.5,2510,7245,2.0,3,9,2510,0.0,2007,98146,47.5096,-122.363,1830,8900
19922,2722059322,2014-10-20,320000.0,4,2.5,2223,5780,2.0,3,8,2223,0.0,2010,98042,47.3586,-122.15700000000001,1690,7766
19923,8562780090,2015-02-27,325000.0,2,2.25,1230,1058,2.0,3,7,1160,1.0,2008,98027,47.5325,-122.073,1240,817
19924,3346300356,2015-03-18,740000.0,5,2.75,3050,7520,2.0,3,8,3050,0.0,2014,98056,47.5245,-122.184,2180,10800
19925,7237450600,2014-10-30,450000.0,5,2.75,2710,6220,2.0,3,8,2710,0.0,2014,98038,47.3555,-122.061,2530,4759
19931,1776460110,2014-12-23,395000.0,4,2.75,2280,5013,2.0,3,8,2280,0.0,2009,98019,47.7333,-121.976,2130,5121
